/fields=id,latitude,longitude,date_time,cruise,seawifs_filename,seawifs_es_error,seawifs_pixel_total,seawifs_tdiff,seawifs_solz,seawifs_senz,seawifs_cv,seawifs_windspeed,seawifs_rrs412,seawifs_rrs443,seawifs_rrs490,seawifs_rrs510,seawifs_rrs555,seawifs_rrs670,insitu_rrs_type,insitu_rrs412,insitu_rrs443,insitu_rrs490,insitu_rrs510,insitu_rrs555,insitu_rrs670
/end_header
9791,33.71830000,-120.00500000,2002-11-25 18:45:00,cal0211,S2002329204845.L2_MLAC.R0000020603_33N_33N_120W_119W.hdf_OCVAL_cal0211_9791_B5.tar,3.60000000,25,7859,56.97,46.96,0.046,1.671,-999,0.00107400,0.00178200,-999,-999,-999,rrs,-999,0.00386997,0.00395726,-999,-999,-999
3850,33.72200000,-123.63300000,1999-04-14 19:24:00,cal9904,S1999104204346.L2_MLAC.R0000020620_cal9904_3850.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,5601,26.14,39.28,0.027,6.124,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
2474,33.72300000,-123.66800000,1998-02-09 18:01:00,cal9802,S1998040204738.L2_MLAC.R0000020608_34N_33N_123W_122W.hdf_OCVAL_cal9802_2474_B5.tar,2.35000000,25,10430,48.65,33.49,0.031,6.405,0.00438000,0.00444900,0.00382500,0.00249400,0.00120400,-999,rrs,0.00480437,0.00444688,0.00406942,0.00292678,0.00145421,-999
2615,33.72300000,-123.66800000,1998-02-09 18:50:00,cal9802,S1998040204738.L2_MLAC.R0000020608_34N_33N_123W_122W.hdf_OCVAL_cal9802_2615_B5.tar,0.00000000,25,7490,48.65,33.49,0.031,6.405,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
210976,33.72667000,-122.51045000,2007-04-13 23:38:00,cce-p0704,S2007103204053.L2_MLAC.R0000020818_33N_33N_123W_122W.hdf_OCVAL_cce-p0704_210976_B5.tar,0.00000000,25,-9692,26.76,52.69,0.097,9.289,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
9872,33.73500000,-119.49200000,2000-10-25 21:35:00,cal0010,S2000299201007.L2_MLAC.R0000020595_33N_33N_120W_119W.hdf_OCVAL_cal0010_9872_B5.tar,7.80000000,25,-4505,47.03,21.98,0.034,2.237,-999,0.00279100,0.00308400,-999,-999,0.00016800,rrs,-999,0.00361714,0.00395851,-999,-999,0.00009538
3680,33.75200000,-120.40700000,1998-03-14 20:28:00,cal9803,S1998073204038.L2_MLAC.R0000020609_33N_33N_120W_120W.hdf_OCVAL_cal9803_3680_B5.tar,0.00000000,25,1382,37.34,44.33,0.104,7.908,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
9889,33.76400000,-122.01100000,2001-01-20 20:29:00,cal0101,S2001020202223.L2_MLAC.R0000020596_33N_33N_122W_121W.hdf_OCVAL_cal0101_9889_B5.tar,8.30000000,25,83,53.79,21.93,0.063,1.828,-999,0.00304100,0.00322600,-999,-999,0.00035700,rrs,-999,0.00277642,0.00328116,-999,-999,0.00014701
9790,33.76400000,-120.12000000,2002-11-25 18:06:00,cal0211,S2002329204845.L2_MLAC.R0000020603_33N_33N_120W_119W.hdf_OCVAL_cal0211_9790_B5.tar,3.70000000,25,10198,56.99,46.48,0.059,2.067,-999,0.00122000,0.00187800,-999,-999,0.00018700,rrs,-999,0.00418662,0.00446425,-999,-999,0.00016447
9871,33.78800000,-119.72100000,2000-10-25 20:16:00,cal0010,S2000299201007.L2_MLAC.R0000020595_33N_33N_120W_119W.hdf_OCVAL_cal0010_9871_B5.tar,6.70000000,25,235,47.04,22.21,0.039,2.011,-999,0.00212500,0.00248900,-999,-999,0.00029400,rrs,-999,0.00263240,0.00313145,-999,-999,0.00021696
210967,33.79905000,-121.07838000,2007-04-18 18:15:00,cce-p0704,S2007108204510.L2_MLAC.R0000020818_33N_33N_121W_121W.hdf_OCVAL_cce-p0704_210967_B5.tar,0.00000000,25,9970,26.40,42.09,0.112,15.123,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
210953,33.79910000,-121.07800000,2007-04-18 18:16:00,cce-p0704,S2007108204510.L2_MLAC.R0000020818_33N_33N_121W_121W.hdf_OCVAL_cce-p0704_210953_B5.tar,7.70000000,25,9910,26.40,42.09,0.112,15.123,0.00327700,0.00368900,0.00385200,0.00339300,0.00242800,-999,rrs,0.00338296,0.00333486,0.00372212,0.00323929,0.00210004,-999
9308,33.80900000,-119.82475000,2000-10-25 19:59:00,cal0010,S2000299201007.L2_MLAC.R0000020595_33N_33N_120W_119W.hdf_OCVAL_cal0010_9308_B5.tar,0.00000000,25,1255,47.04,22.35,0.068,1.921,-999,-999,-999,-999,-999,-999,aot,-999,-999,-999,-999,-999,-999
9870,33.81000000,-119.81700000,2000-10-25 19:48:00,cal0010,S2000299201007.L2_MLAC.R0000020595_33N_33N_120W_119W.hdf_OCVAL_cal0010_9870_B5.tar,6.50000000,25,1915,47.05,22.35,0.072,1.911,-999,0.00215200,0.00254100,-999,-999,0.00033000,rrs,-999,0.00274730,0.00329338,-999,-999,0.00017633
3213,33.81700000,-121.84300000,1999-01-22 18:29:00,cal9901,S1999022205436.L2_MLAC.R0000020619_33N_33N_122W_121W.hdf_OCVAL_cal9901_3213_B5.tar,0.00000000,25,9071,54.34,49.31,0.041,5.150,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
9820,33.81700000,-121.84300000,1999-01-22 18:41:00,cal9901,S1999022205436.L2_MLAC.R0000020619_33N_33N_122W_121W.hdf_OCVAL_cal9901_9820_B5.tar,3.40000000,25,8351,54.34,49.31,0.041,5.150,-999,0.00209700,0.00261300,-999,-999,0.00025700,rrs,-999,0.00332265,0.00388930,-999,-999,0.00019886
17215,33.81700000,-121.84300000,2001-01-20 17:47:00,cal0101,S2001020202223.L2_MLAC.R0000020596_33N_33N_122W_121W.hdf_OCVAL_cal0101_17215_B5.tar,0.00000000,25,9801,53.86,21.86,0.053,1.669,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
9312,33.82100000,-121.95317000,2001-01-20 20:07:00,cal0101,S2001020202223.L2_MLAC.R0000020596_33N_33N_122W_121W.hdf_OCVAL_cal0101_9312_B5.tar,0.00000000,25,1402,53.85,21.91,0.035,1.732,-999,-999,-999,-999,-999,-999,aot,-999,-999,-999,-999,-999,-999
9888,33.82200000,-121.89500000,2001-01-20 19:49:00,cal0101,S2001020202223.L2_MLAC.R0000020596_33N_33N_122W_121W.hdf_OCVAL_cal0101_9888_B5.tar,8.80000000,25,2482,53.86,21.88,0.032,1.701,-999,0.00285900,0.00314600,-999,-999,-999,rrs,-999,0.00289978,0.00349777,-999,-999,-999
9284,33.83000000,-121.92479000,2002-11-22 20:07:00,cal0211,S2002326202329.L2_MLAC.R0000020603_33N_33N_122W_121W.hdf_OCVAL_cal0211_9284_B5.tar,0.00000000,25,1449,54.78,25.19,0.055,7.874,-999,-999,-999,-999,-999,-999,aot,-999,-999,-999,-999,-999,-999
11360,33.83300000,-121.85700000,2002-11-22 18:12:00,cal0211,S2002326202329.L2_MLAC.R0000020603_33N_33N_122W_121W.hdf_OCVAL_cal0211_11360_B5.tar,0.00000000,25,8349,54.79,24.98,0.038,7.929,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
9788,33.83330000,-121.86800000,2002-11-22 19:05:00,cal0211,S2002326202329.L2_MLAC.R0000020603_33N_33N_122W_121W.hdf_OCVAL_cal0211_9788_B5.tar,25.30000000,25,5169,54.79,25.03,0.035,7.915,-999,0.00527800,0.00462700,-999,-999,-999,rrs,-999,0.00455724,0.00435115,-999,-999,-999
9868,33.84850000,-120.01200000,2000-10-25 18:52:00,cal0010,S2000299201007.L2_MLAC.R0000020595_33N_33N_120W_119W.hdf_OCVAL_cal0010_9868_B5.tar,6.70000000,25,5275,47.04,22.71,0.043,1.745,-999,0.00226400,0.00252800,-999,-999,0.00037000,rrs,-999,0.00289080,0.00326616,-999,-999,0.00009641
23536,33.92780000,22.00540000,1999-09-23 10:00:00,prosope99,S1999266103654.L2_MLAC.R0000021364_33N_33N_22E_22E.hdf_OCVAL_prosope99_23536_B5.tar,5.30000000,25,2883,34.36,25.68,0.024,4.387,0.00957800,0.00853000,0.00577800,0.00322600,0.00155500,-999,rrs,0.01094242,0.00969655,0.00679599,0.00364030,0.00159898,-999
23579,33.92980000,22.00620000,1999-09-23 11:15:00,prosope99,S1999266103654.L2_MLAC.R0000021364_33N_33N_22E_22E.hdf_OCVAL_prosope99_23579_B5.tar,0.00000000,25,-1617,34.36,25.68,0.024,4.387,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
15352,33.96100000,-76.92600000,1998-10-28 20:51:00,nov98sab,S1998301174653.L2_MLAC.R0000021174_33N_33N_76W_76W.hdf_OCVAL_nov98sab_15352_B5.tar,0.00000000,25,-10402,49.74,45.88,0.041,0.505,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
209961,33.98590000,-76.31450000,2005-08-03 16:00:00,nc-08-05,S2005215175549.L2_MLAC.R0000021163_34N_33N_76W_76W.hdf_OCVAL_nc-08-05_209961_B5.tar,0.00000000,25,8002,21.68,33.80,0.026,3.371,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
23534,33.98790000,22.01510000,1999-09-21 10:15:00,prosope99,S1999264104649.L2_MLAC.R0000021364_33N_33N_22E_22E.hdf_OCVAL_prosope99_23534_B5.tar,7.60000000,25,2584,34.08,22.65,0.013,5.911,0.00804000,0.00779200,0.00557300,0.00332700,0.00189000,-999,rrs,0.01090709,0.00965522,0.00671792,0.00362243,0.00158456,-999
23571,33.99480000,22.01270000,1999-09-21 11:21:00,prosope99,S1999264104649.L2_MLAC.R0000021364_33N_33N_22E_22E.hdf_OCVAL_prosope99_23571_B5.tar,0.00000000,25,-1376,34.09,22.62,0.019,5.949,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
113976,34.00000000,-76.50000000,2006-04-13 15:27:00,nc-04-06,S2006103175347.L2_MLAC.R0000021157_nc-04-06_113976.hdf_OCVAL_valtarg_B5.tar,2.40000000,25,9728,28.68,21.83,0.020,4.243,0.00552100,0.00558000,0.00514800,0.00369500,0.00210700,0.00022200,rrs,0.00550021,0.00494833,0.00468154,0.00356600,0.00208052,0.00049616
16922,34.01937000,-76.14320000,2003-04-15 14:50:00,nc-04-03,S2003105170225.L2_MLAC.R0000021155_35N_34N_76W_76W.hdf_OCVAL_nc-04-03_16922_B5.tar,0.00000000,25,8903,24.43,39.68,0.036,1.381,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
42289,34.04077000,26.56482000,2001-11-16 13:34:00,mipot_2003,S2001320104429.L2_MLAC.R0000021085_34N_33N_25E_26E.hdf_OCVAL_mipot_2003_42289_B5.tar,0.00000000,25,-9703,54.39,32.41,0.121,8.087,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
3613,34.05200000,-122.94500000,2002-02-08 18:39:00,cal0201,S2002039202756.L2_MLAC.R0000020600_cal0201_3613.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,7094,48.97,21.96,0.019,10.209,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
42287,34.06372000,26.49670000,2001-11-16 13:14:00,mipot_2003,S2001320104429.L2_MLAC.R0000021085_34N_33N_25E_26E.hdf_OCVAL_mipot_2003_42287_B5.tar,0.00000000,25,-8504,54.39,32.03,0.039,8.037,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12021,34.08200000,-120.00800000,1999-05-17 17:49:00,pb070,S1999137202716.L2_MLAC.R0000021240_34N_34N_120W_119W.hdf_OCVAL_pb070_12021_B5.tar,0.00000000,25,10464,18.04,39.63,0.103,5.636,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
11961,34.08400000,-119.99500000,1998-09-21 17:04:00,pb055,S1998264195151.L2_MLAC.R0000021230_34N_34N_119W_119W.hdf_OCVAL_pb055_11961_B5.tar,0.00000000,25,10752,33.63,42.21,0.033,1.157,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12628,34.08600000,-119.39400000,2002-04-29 21:17:00,lter04,S2002119201036.L2_MLAC.R0000021064_34N_34N_119W_119W.hdf_OCVAL_lter04_12628_B5.tar,2.75000000,25,-2960,20.84,22.59,0.139,3.087,0.00099600,0.00144100,0.00192600,0.00210300,0.00239300,-999,rrs,0.00293986,0.00269611,0.00331240,0.00355549,0.00324197,-999
42285,34.08655000,26.42700000,2001-11-16 12:54:00,mipot_2003,S2001320104429.L2_MLAC.R0000021085_34N_33N_25E_26E.hdf_OCVAL_mipot_2003_42285_B5.tar,0.00000000,25,-7304,54.39,31.72,0.037,8.012,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12695,34.08753000,-119.39000000,2002-04-29 20:55:00,lter04,S2002119201036.L2_MLAC.R0000021064_34N_34N_119W_119W.hdf_OCVAL_lter04_12695_B5.tar,0.00000000,25,-1640,20.84,22.59,0.139,3.087,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12275,34.09600000,-119.98400000,2001-12-13 17:13:00,pb127,S2001347195710.L2_MLAC.R0000021282_34N_34N_119W_119W.hdf_OCVAL_pb127_12275_B5.tar,2.85000000,25,10268,57.33,42.29,0.104,0.972,0.00017900,0.00101300,0.00218700,0.00210300,0.00182000,-999,rrs,0.00267210,0.00281622,0.00343803,0.00312111,0.00237180,-999
209944,34.09620000,-76.25360000,2005-04-11 16:45:00,nc-04-05,S2005101180729.L2_MLAC.R0000021156_34N_34N_76W_76W.hdf_OCVAL_nc-04-05_209944_B5.tar,0.00000000,25,5848,31.01,48.23,0.029,1.664,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
42283,34.10938000,26.35693000,2001-11-16 12:34:00,mipot_2003,S2001320104429.L2_MLAC.R0000021085_34N_33N_25E_26E.hdf_OCVAL_mipot_2003_42283_B5.tar,0.00000000,25,-6104,54.40,31.33,0.054,7.972,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
23553,34.13290000,-7.75440000,1999-09-13 12:11:00,prosope99,S1999256130524.L2_MLAC.R0000021364_34N_33N_8W_7W.hdf_OCVAL_prosope99_23553_B5.tar,0.00000000,25,3978,32.47,43.36,0.052,5.782,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
42281,34.13379000,26.28638000,2001-11-16 12:14:00,mipot_2003,S2001320104429.L2_MLAC.R0000021085_34N_33N_25E_26E.hdf_OCVAL_mipot_2003_42281_B5.tar,0.00000000,25,-4904,54.40,31.00,0.023,7.948,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
11919,34.15300000,-119.95500000,1998-01-22 20:22:00,pb038,S1998022203256.L2_MLAC.R0000021221_34N_34N_120W_119W.hdf_OCVAL_pb038_11919_B5.tar,0.00000000,25,999,54.12,31.31,0.040,2.473,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
11962,34.15400000,-119.95200000,1998-09-21 18:20:00,pb055,S1998264195151.L2_MLAC.R0000021230_34N_34N_119W_119W.hdf_OCVAL_pb055_11962_B5.tar,0.00000000,25,6191,33.70,42.09,0.047,1.214,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
2164,34.15700000,-121.15700000,1997-10-02 21:22:00,cal9709,S1997275204801.L2_MLAC.R0000020606_34N_34N_121W_120W.hdf_OCVAL_cal9709_2164_B5.tar,30.80000000,25,-1459,40.88,46.62,0.019,8.748,0.00412400,0.00434700,0.00412100,0.00300800,0.00169400,-999,rrs,0.00580662,0.00526929,0.00521047,0.00395193,0.00206540,-999
2245,34.15700000,-121.15700000,1997-10-02 22:43:00,cal9709,S1997275204801.L2_MLAC.R0000020606_34N_34N_121W_120W.hdf_OCVAL_cal9709_2245_B5.tar,0.00000000,25,-6319,40.88,46.62,0.019,8.748,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
11932,34.15700000,-119.95000000,1998-04-24 18:20:00,pb045,S1998114195521.L2_MLAC.R0000021223_34N_34N_120W_119W.hdf_OCVAL_pb045_11932_B5.tar,0.00000000,25,6607,21.34,35.35,0.132,5.760,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12324,34.15700000,-119.94600000,2002-02-05 17:54:00,pb130,S2002036200051.L2_MLAC.R0000021285_34N_34N_119W_119W.hdf_OCVAL_pb130_12324_B5.tar,0.00000000,25,8161,49.95,35.89,0.108,4.444,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12316,34.15700000,-119.94500000,2002-02-05 17:59:00,pb130,S2002036200051.L2_MLAC.R0000021285_34N_34N_119W_119W.hdf_OCVAL_pb130_12316_B5.tar,2.00000000,25,7861,49.95,35.89,0.108,4.444,0.00074100,0.00090800,0.00125500,0.00121800,0.00124200,-999,rrs,0.00189154,0.00142561,0.00166976,0.00160657,0.00163209,-999
12433,34.15800000,-119.95200000,2003-02-28 17:21:00,pb143,S2003059200933.L2_MLAC.R0000021298_34N_34N_119W_119W.hdf_OCVAL_pb143_12433_B5.tar,0.00000000,25,10788,42.09,30.12,0.066,5.638,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12426,34.15800000,-119.95200000,2003-02-28 17:28:00,pb143,S2003059200933.L2_MLAC.R0000021298_34N_34N_119W_119W.hdf_OCVAL_pb143_12426_B5.tar,4.25000000,25,10368,42.09,30.12,0.066,5.638,0.00127400,0.00154000,0.00197800,0.00192900,0.00179800,-999,rrs,0.00250293,0.00222311,0.00269957,0.00259457,0.00219103,-999
11720,34.15800000,-119.95100000,1999-10-04 17:48:00,pb078,S1999277202531.L2_MLAC.R0000021247_34N_34N_119W_119W.hdf_OCVAL_pb078_11720_B5.tar,0.00000000,25,10030,40.12,30.70,0.059,6.128,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
11762,34.15800000,-119.95000000,2000-07-12 17:37:00,pb098,S2000194193628.L2_MLAC.R0000021259_34N_34N_120W_119W.hdf_OCVAL_pb098_11762_B5.tar,0.00000000,25,8211,12.58,50.09,0.046,1.942,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
114048,34.15800000,-119.95000000,2006-11-15 18:25:00,pb189,S2006319204144.L2_MLAC.R0000021334_34N_34N_120W_119W.hdf_OCVAL_pb189_114048_B5.tar,6.15000000,25,8660,54.98,42.67,0.057,3.743,0.00026200,0.00100700,0.00170000,0.00167800,0.00144200,-999,rrs,0.00265841,0.00251794,0.00294205,0.00285358,0.00226753,-999
11990,34.15800000,-119.94900000,1999-01-28 18:25:00,pb062,S1999028202515.L2_MLAC.R0000021235_34N_34N_120W_119W.hdf_OCVAL_pb062_11990_B5.tar,0.00000000,25,7581,52.49,25.52,0.084,5.116,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12022,34.15800000,-119.94900000,1999-05-17 18:58:00,pb070,S1999137202716.L2_MLAC.R0000021240_34N_34N_120W_119W.hdf_OCVAL_pb070_12022_B5.tar,0.00000000,25,6323,18.13,39.80,0.042,5.349,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
11681,34.15800000,-119.94800000,2000-06-15 17:47:00,pb096,S2000167194227.L2_MLAC.R0000021257_34N_34N_119W_119W.hdf_OCVAL_pb096_11681_B5.tar,0.00000000,25,7988,10.81,43.46,0.026,1.746,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12302,34.15800000,-119.94800000,2002-01-24 17:53:00,pb129,S2002024195046.L2_MLAC.R0000021284_34N_34N_119W_119W.hdf_OCVAL_pb129_12302_B5.tar,10.60000000,25,7564,53.35,48.09,0.082,1.273,-0.00008100,0.00080200,0.00179800,0.00157000,0.00116200,-999,rrs,0.00328018,0.00298208,0.00363509,0.00322916,0.00220212,-999
12313,34.15800000,-119.94800000,2002-01-24 20:56:00,pb129,S2002024195046.L2_MLAC.R0000021284_34N_34N_119W_119W.hdf_OCVAL_pb129_12313_B5.tar,0.00000000,25,-3416,53.35,48.09,0.082,1.273,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12284,34.15800000,-119.94700000,2001-12-13 17:49:00,pb127,S2001347195710.L2_MLAC.R0000021282_34N_34N_119W_119W.hdf_OCVAL_pb127_12284_B5.tar,0.00000000,25,8107,57.40,42.16,0.070,0.931,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12276,34.15800000,-119.94700000,2001-12-13 18:02:00,pb127,S2001347195710.L2_MLAC.R0000021282_34N_34N_119W_119W.hdf_OCVAL_pb127_12276_B5.tar,3.15000000,25,7327,57.40,42.16,0.070,0.931,-0.00033400,0.00051800,0.00140600,0.00151200,0.00155000,-999,rrs,0.00234659,0.00225795,0.00265632,0.00253398,0.00228597,-999
12290,34.15800000,-119.94700000,2002-01-10 18:18:00,pb128,S2002010195405.L2_MLAC.R0000021283_34N_34N_119W_119W.hdf_OCVAL_pb128_12290_B5.tar,4.60000000,25,6218,56.07,45.21,0.061,1.769,-0.00044400,0.00052400,0.00162300,0.00169500,0.00138700,-999,rrs,0.00300863,0.00284573,0.00358618,0.00347627,0.00262952,-999
12297,34.15800000,-119.94700000,2002-01-10 18:37:00,pb128,S2002010195405.L2_MLAC.R0000021283_34N_34N_119W_119W.hdf_OCVAL_pb128_12297_B5.tar,0.00000000,25,5078,56.07,45.21,0.061,1.769,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12338,34.15800000,-119.94700000,2002-03-19 17:48:00,pb132,S2002078194040.L2_MLAC.R0000021287_34N_34N_119W_119W.hdf_OCVAL_pb132_12338_B5.tar,0.00000000,25,7567,34.69,53.53,0.064,0.343,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12330,34.15800000,-119.94700000,2002-03-19 17:51:00,pb132,S2002078194040.L2_MLAC.R0000021287_34N_34N_119W_119W.hdf_OCVAL_pb132_12330_B5.tar,3.00000000,25,7387,34.69,53.53,0.064,0.343,-999,0.00021800,0.00098700,0.00115100,0.00144900,-999,rrs,-999,0.00178488,0.00217593,0.00221184,0.00236687,-999
11997,34.15900000,-119.95200000,1999-02-12 19:02:00,pb063,S1999043200051.L2_MLAC.R0000021236_34N_34N_120W_119W.hdf_OCVAL_pb063_11997_B5.tar,0.00000000,25,3991,47.80,35.35,0.102,1.756,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12002,34.15900000,-119.95200000,1999-02-24 18:59:00,pb064,S1999055204034.L2_MLAC.R0000021237_34N_34N_120W_119W.hdf_OCVAL_pb064_12002_B5.tar,0.00000000,25,6593,44.37,45.20,0.059,6.000,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12077,34.15900000,-119.94900000,2000-09-25 17:33:00,pb103,S2000269194754.L2_MLAC.R0000021262_34N_34N_120W_119W.hdf_OCVAL_pb103_12077_B5.tar,0.00000000,25,8871,35.44,42.97,0.046,3.982,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12273,34.15900000,-119.94700000,2001-11-14 18:30:00,pb126,S2001318205118.L2_MLAC.R0000021281_34N_34N_119W_119W.hdf_OCVAL_pb126_12273_B5.tar,0.00000000,25,8935,55.49,54.11,0.107,4.610,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12267,34.15900000,-119.94700000,2001-11-14 18:33:00,pb126,S2001318205118.L2_MLAC.R0000021281_34N_34N_119W_119W.hdf_OCVAL_pb126_12267_B5.tar,3.10000000,25,8755,55.49,54.11,0.107,4.610,-0.00089200,0.00056700,0.00169500,0.00169500,0.00136100,-999,rrs,0.00301251,0.00279827,0.00299088,0.00268236,0.00188282,-999
12048,34.15900000,-119.94500000,2000-09-25 17:38:00,pb103,S2000269194754.L2_MLAC.R0000021262_34N_34N_120W_119W.hdf_OCVAL_pb103_12048_B5.tar,6.20000000,25,8571,35.44,42.88,0.060,3.915,0.00250700,0.00279100,0.00316500,0.00277800,0.00210900,-999,rrs,0.00385469,0.00353170,0.00386343,0.00352874,0.00263343,-999
42279,34.16028000,26.21448000,2001-11-16 11:54:00,mipot_2003,S2001320104429.L2_MLAC.R0000021085_34N_33N_25E_26E.hdf_OCVAL_mipot_2003_42279_B5.tar,0.00000000,25,-3704,54.42,30.58,0.033,7.938,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
3602,34.17700000,-119.51300000,2002-02-05 18:59:00,cal0201,S2002036200051.L2_MLAC.R0000020600_cal0201_3602.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,4259,49.97,33.81,0.035,2.725,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
9796,34.17800000,-119.51200000,1998-07-20 23:42:00,cal9807,S1998201203351.L2_MLAC.R0000020613_34N_33N_120W_119W.hdf_OCVAL_cal9807_9796_B5.tar,5.30000000,25,-10297,16.99,47.94,0.046,3.065,-999,0.00553500,0.00475300,-999,-999,-999,rrs,-999,0.00432336,0.00377933,-999,-999,-999
1878,34.17800000,-119.51000000,1998-09-24 17:55:00,cal9809,S1998267202734.L2_MLAC.R0000020615_34N_34N_120W_119W.hdf_OCVAL_cal9809_1878_B5.tar,0.00000000,25,9795,36.61,34.78,0.040,2.679,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
2102,34.17800000,-119.50800000,2003-04-15 18:33:00,cal0304,S2003105201951.L2_MLAC.R0000020604_34N_34N_119W_119W.hdf_OCVAL_cal0304_2102_B5.tar,0.00000000,25,7356,25.81,23.54,0.062,2.544,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
1648,34.18200000,-119.51200000,2000-01-19 18:23:00,cal0001,S2000019201737.L2_MLAC.R0000020592_34N_34N_119W_119W.hdf_OCVAL_cal0001_1648_B5.tar,0.00000000,25,7209,54.63,22.17,0.064,2.762,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
42277,34.18909000,26.14001000,2001-11-16 11:34:00,mipot_2003,S2001320104429.L2_MLAC.R0000021085_34N_33N_25E_26E.hdf_OCVAL_mipot_2003_42277_B5.tar,0.00000000,25,-2505,54.43,30.22,0.024,7.933,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
209964,34.19120000,-76.56960000,2005-10-18 16:00:00,nc-10-05,S2005291182848.L2_MLAC.R0000021165_34N_34N_76W_76W.hdf_OCVAL_nc-10-05_209964_B5.tar,0.00000000,25,9453,50.74,55.23,0.038,6.374,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
12606,34.19400000,-120.43000000,2001-09-11 17:19:00,lter02,S2001254194515.L2_MLAC.R0000021062_34N_34N_120W_119W.hdf_OCVAL_lter02_12606_B5.tar,0.00000000,25,9645,29.90,48.03,0.052,3.629,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
